antecedents,consequents,co_count,support,confidence,lift
dvds_blu_ray,health_beauty,12.0,8.86839304717985e-05,0.0736196319018405,0.7070494450920464
fashion_male_clothing,housewares,24.0,0.000177367860943597,0.07317073170731707,0.9057614169591517
music,auto,7.0,5.17322927752158e-05,0.07291666666666667,1.205142298766337
music,sports_leisure,7.0,5.17322927752158e-05,0.07291666666666667,0.7090040241448693
fashion_shoes,sports_leisure,48.0,0.000354735721887194,0.07283763277693475,0.7082355394015949
construction_tools_safety,bed_bath_table,27.0,0.00019953884356154665,0.07219251336898395,0.614681183550463
furniture_living_room,bed_bath_table,56.0,0.0004138583422017264,0.07197943444730077,0.6128669288908358
small_appliances_home_oven_and_coffee,bed_bath_table,11.0,8.129360293248197e-05,0.0718954248366013,0.612151631354782
cds_dvds_musicals,telephony,1.0,7.390327539316542e-06,0.07142857142857142,1.4333594627232473
party_supplies,housewares,6.0,4.434196523589925e-05,0.07142857142857142,0.8841956689363147
cds_dvds_musicals,housewares,1.0,7.390327539316542e-06,0.07142857142857142,0.8841956689363147
cds_dvds_musicals,bed_bath_table,1.0,7.390327539316542e-06,0.07142857142857142,0.6081766207615691
diapers_and_hygiene,auto,4.0,2.956131015726617e-05,0.07017543859649122,1.1598361973089557
christmas_supplies,bed_bath_table,20.0,0.00014780655078633085,0.07017543859649122,0.5975068554850503
fashion_male_clothing,bed_bath_table,23.0,0.00016997753340428046,0.0701219512195122,0.5970514386744673
home_comfort_2,fashion_bags_accessories,3.0,2.2170982617949626e-05,0.06976744186046512,2.5207936162945943
home_comfort_2,sports_leisure,3.0,2.2170982617949626e-05,0.06976744186046512,0.6783825878861207
construction_tools_safety,sports_leisure,26.0,0.0001921485160222301,0.06951871657754011,0.6759641116369723
fashio_female_clothing,sports_leisure,6.0,4.434196523589925e-05,0.06896551724137931,0.6705850868759354
market_place,bed_bath_table,35.0,0.00025866146387607897,0.06756756756756757,0.5753022088285115
fashion_male_clothing,auto,22.0,0.00016258720586496394,0.06707317073170732,1.1085629507815782
fashion_male_clothing,health_beauty,22.0,0.00016258720586496394,0.06707317073170732,0.644176653988841
agro_industry_and_commerce,furniture_decor,23.0,0.00016997753340428046,0.06705539358600583,0.7422003613014004
fashion_bags_accessories,sports_leisure,250.0,0.0018475818848291356,0.06675567423230974,0.6490977142657585
arts_and_craftmanship,toys,4.0,2.956131015726617e-05,0.06666666666666667,1.2662549129702414
arts_and_craftmanship,sports_leisure,4.0,2.956131015726617e-05,0.06666666666666667,0.6482322506467375
signaling_and_security,housewares,23.0,0.00016997753340428046,0.06628242074927954,0.8204928109437848
home_appliances_2,bed_bath_table,28.0,0.0002069291711008632,0.06572769953051644,0.5596367026726177
market_place,sports_leisure,34.0,0.0002512711363367624,0.06563706563706563,0.6382209417564404
costruction_tools_tools,bed_bath_table,12.0,8.86839304717985e-05,0.06557377049180328,0.5583260780761947
home_construction,sports_leisure,67.0,0.0004951519451342083,0.0654296875,0.6362045038085656
construction_tools_construction,sports_leisure,111.0,0.0008203263568641362,0.06540954625810254,0.6360086607700755
furniture_decor,bed_bath_table,795.0,0.005875310393756651,0.06503067484662577,0.5537019050369133
air_conditioning,bed_bath_table,37.0,0.00027344211895471206,0.06491228070175438,0.5526938413236716
construction_tools_lights,furniture_decor,28.0,0.0002069291711008632,0.06481481481481481,0.7174005907748239
portateis_cozinha_e_preparadores_de_alimentos,baby,2.0,1.4780655078633085e-05,0.06451612903225806,1.7582691745443912
portateis_cozinha_e_preparadores_de_alimentos,telephony,2.0,1.4780655078633085e-05,0.06451612903225806,1.2946472566532556
portateis_cozinha_e_preparadores_de_alimentos,furniture_decor,2.0,1.4780655078633085e-05,0.06451612903225806,0.7140945972689491
fashion_male_clothing,computers_accessories,21.0,0.0001551968783256474,0.06402439024390244,0.8339688383406745
food_drink,furniture_decor,28.0,0.0002069291711008632,0.06363636363636363,0.704356943669827
food_drink,bed_bath_table,28.0,0.0002069291711008632,0.06363636363636363,0.5418300803148525
air_conditioning,sports_leisure,36.0,0.0002660517914153955,0.06315789473684211,0.6141147637705935
music,telephony,6.0,4.434196523589925e-05,0.0625,1.2541895298828414
music,housewares,6.0,4.434196523589925e-05,0.0625,0.7736712103192754
home_construction,furniture_decor,64.0,0.0004729809625162587,0.0625,0.6917791411042945
music,bed_bath_table,6.0,4.434196523589925e-05,0.0625,0.532154543166373
unknown,bed_bath_table,174.0,0.0012859169918410785,0.061877667140825036,0.5268557070324262
auto,bed_bath_table,506.0,0.0037395057348941704,0.06180530108708929,0.5262395482441622
books_imported,computers_accessories,8.0,5.912262031453234e-05,0.06153846153846154,0.8015876306981429
books_imported,health_beauty,8.0,5.912262031453234e-05,0.06153846153846154,0.5910208182051465
fashion_underwear_beach,sports_leisure,15.0,0.00011085491308974813,0.06147540983606557,0.5977551491619506
musical_instruments,sports_leisure,80.0,0.0005912262031453234,0.06144393241167435,0.5974490789370853
books_technical,sports_leisure,32.0,0.00023649048125812936,0.061420345489443376,0.5972197318818311
books_general_interest,bed_bath_table,61.0,0.0004508099798983091,0.0613682092555332,0.5225179417810665
food_drink,sports_leisure,27.0,0.00019953884356154665,0.06136363636363636,0.5966683216180197
food_drink,health_beauty,27.0,0.00019953884356154665,0.06136363636363636,0.5893417817897909
construction_tools_construction,bed_bath_table,104.0,0.0007685940640889204,0.061284619917501476,0.5218062226451649
home_appliances_2,sports_leisure,26.0,0.0001921485160222301,0.06103286384976526,0.5934520604512385
fashion_bags_accessories,bed_bath_table,228.0,0.0016849946789641718,0.06088117489986649,0.5183711010603281
auto,sports_leisure,497.0,0.0036729927870403217,0.060705997312812995,0.5902737789875936
furniture_bedroom,housewares,12.0,8.86839304717985e-05,0.06060606060606061,0.7502266281883883
kitchen_dining_laundry_garden_furniture,sports_leisure,28.0,0.0002069291711008632,0.06060606060606061,0.5893020460424887
furniture_bedroom,sports_leisure,12.0,8.86839304717985e-05,0.06060606060606061,0.5893020460424887
home_construction,bed_bath_table,62.0,0.0004582003074376256,0.060546875,0.5155247136924239
signaling_and_security,furniture_decor,21.0,0.0001551968783256474,0.06051873198847262,0.6698495429713053
stationery,bed_bath_table,256.0,0.0018919238500650349,0.06047720292936452,0.5149314927496962
unknown,sports_leisure,169.0,0.0012489653541444957,0.060099573257467995,0.5843772245339544
christmas_supplies,furniture_decor,17.0,0.0001256355681683812,0.05964912280701754,0.6602243030890108
christmas_supplies,sports_leisure,17.0,0.0001256355681683812,0.05964912280701754,0.5799972768944494
christmas_supplies,health_beauty,17.0,0.0001256355681683812,0.05964912280701754,0.57287544220762
home_appliances,sports_leisure,94.0,0.000694690788695755,0.05960684844641725,0.5795862228357006
party_supplies,toys,5.0,3.695163769658271e-05,0.05952380952380952,1.1305847437234298
pet_shop,sports_leisure,203.0,0.001500236490481258,0.05949589683470106,0.5785073866410656
fixed_telephony,bed_bath_table,29.0,0.00021431949864017974,0.05894308943089431,0.5018693252625958
fashion_childrens_clothes,kitchen_dining_laundry_garden_furniture,1.0,7.390327539316542e-06,0.058823529411764705,17.228418640183346
fashion_childrens_clothes,fashion_shoes,1.0,7.390327539316542e-06,0.058823529411764705,12.078193341069355
fashion_childrens_clothes,unknown,1.0,7.390327539316542e-06,0.058823529411764705,2.8305581122918584
fashion_childrens_clothes,cool_stuff,1.0,7.390327539316542e-06,0.058823529411764705,1.484432937665928
fashion_childrens_clothes,watches_gifts,1.0,7.390327539316542e-06,0.058823529411764705,0.9198577847873228
fashion_childrens_clothes,computers_accessories,1.0,7.390327539316542e-06,0.058823529411764705,0.7662234705202835
fashion_childrens_clothes,housewares,1.0,7.390327539316542e-06,0.058823529411764705,0.7281611391240239
fashion_childrens_clothes,furniture_decor,1.0,7.390327539316542e-06,0.058823529411764705,0.6510862504511007
fashion_childrens_clothes,sports_leisure,1.0,7.390327539316542e-06,0.058823529411764705,0.5719696329235919
small_appliances_home_oven_and_coffee,health_beauty,9.0,6.651294785384888e-05,0.058823529411764705,0.5649463703431546
fashion_childrens_clothes,health_beauty,1.0,7.390327539316542e-06,0.058823529411764705,0.5649463703431546
musical_instruments,furniture_decor,76.0,0.0005616648929880572,0.05837173579109063,0.6460855880052397
agro_industry_and_commerce,health_beauty,20.0,0.00014780655078633085,0.05830903790087463,0.5600051484451095
industry_commerce_and_business,bed_bath_table,22.0,0.00016258720586496394,0.0582010582010582,0.4955513206205378
art,sports_leisure,19.0,0.0001404162232470143,0.0581039755351682,0.5649730624902759
air_conditioning,housewares,33.0,0.0002438808087974459,0.05789473684210526,0.7166638579799604
toys,bed_bath_table,412.0,0.0030448149461984155,0.05783267827063447,0.492414759763157
housewares,sports_leisure,632.0,0.004670687004848055,0.0578172170890129,0.5621847713961277
luggage_accessories,sports_leisure,107.0,0.0007907650467068701,0.05771305285868392,0.5611719321941822
fashio_female_clothing,health_beauty,5.0,3.695163769658271e-05,0.05747126436781609,0.5519590974617028
housewares,bed_bath_table,628.0,0.004641125694690789,0.05745128533528497,0.4891674000307123
fashion_underwear_beach,furniture_decor,14.0,0.0001034645855504316,0.05737704918032787,0.6350759328170572
fashion_underwear_beach,bed_bath_table,14.0,0.0001034645855504316,0.05737704918032787,0.48853531831667035
books_general_interest,housewares,57.0,0.00042124866974104294,0.05734406438631791,0.7098472271742245
costruction_tools_garden,furniture_decor,23.0,0.00016997753340428046,0.05665024630541872,0.6270313397201487
costruction_tools_garden,health_beauty,23.0,0.00016997753340428046,0.05665024630541872,0.5440739674979642
flowers,watches_gifts,3.0,2.2170982617949626e-05,0.05660377358490566,0.8851461702670466
flowers,computers_accessories,3.0,2.2170982617949626e-05,0.05660377358490566,0.7373093772931031
flowers,furniture_decor,3.0,2.2170982617949626e-05,0.05660377358490566,0.6265169579812478
construction_tools_construction,auto,96.0,0.000709471443774388,0.05657041838538598,0.9349769698990287
pet_shop,bed_bath_table,193.0,0.0014263332150880926,0.05656506447831184,0.48162169674611954
cine_photo,furniture_decor,7.0,5.17322927752158e-05,0.056451612903225805,0.6248327726103304
cine_photo,sports_leisure,7.0,5.17322927752158e-05,0.056451612903225805,0.5489063412734471
cine_photo,health_beauty,7.0,5.17322927752158e-05,0.056451612903225805,0.5421662747648016
christmas_supplies,computers_accessories,16.0,0.00011824524062906468,0.056140350877192984,0.7312729262509373
luggage_accessories,bed_bath_table,104.0,0.0007685940640889204,0.05609492988133765,0.4776187485592474
musical_instruments,health_beauty,73.0,0.0005394939103701076,0.05606758832565284,0.5384780688140207
construction_tools_construction,furniture_decor,95.0,0.0007020811162350715,0.05598114319387154,0.6196253945070875
home_confort,furniture_decor,37.0,0.00027344211895471206,0.05597579425113464,0.61956618991489
furniture_decor,sports_leisure,681.0,0.0050328130542745654,0.05570552147239264,0.5416517333624887
sports_leisure,bed_bath_table,775.0,0.00572750384297032,0.05569129060074734,0.4741819729277828
books_technical,bed_bath_table,29.0,0.00021431949864017974,0.05566218809980806,0.4739341804783053
pc_gamer,signaling_and_security,1.0,7.390327539316542e-06,0.05555555555555555,21.663784822286264
pc_gamer,home_appliances,1.0,7.390327539316542e-06,0.05555555555555555,4.766856901289368
pc_gamer,unknown,1.0,7.390327539316542e-06,0.05555555555555555,2.6733048838311997
pc_gamer,fashion_bags_accessories,1.0,7.390327539316542e-06,0.05555555555555555,2.0072986203827323
pc_gamer,baby,1.0,7.390327539316542e-06,0.05555555555555555,1.514065122524337
la_cuisine,garden_tools,2.0,1.4780655078633085e-05,0.05555555555555555,1.437898495281816
pc_gamer,garden_tools,1.0,7.390327539316542e-06,0.05555555555555555,1.437898495281816
pc_gamer,cool_stuff,1.0,7.390327539316542e-06,0.05555555555555555,1.4019644411289318
pc_gamer,toys,1.0,7.390327539316542e-06,0.05555555555555555,1.0552124274752013
la_cuisine,auto,2.0,1.4780655078633085e-05,0.05555555555555555,0.9182036562029233
la_cuisine,computers_accessories,2.0,1.4780655078633085e-05,0.05555555555555555,0.7236554999358233
pc_gamer,housewares,1.0,7.390327539316542e-06,0.05555555555555555,0.6877077425060225
furniture_bedroom,furniture_decor,11.0,8.129360293248197e-05,0.05555555555555555,0.6149147920927062
la_cuisine,furniture_decor,2.0,1.4780655078633085e-05,0.05555555555555555,0.6149147920927062
pc_gamer,health_beauty,1.0,7.390327539316542e-06,0.05555555555555555,0.533560460879646
drinks,bed_bath_table,25.0,0.00018475818848291356,0.05555555555555555,0.47302626059233155
dvds_blu_ray,housewares,9.0,6.651294785384888e-05,0.05521472392638037,0.6834886766010777
home_appliances,furniture_decor,87.0,0.0006429584959205392,0.055168040583386174,0.610625595698908
art,furniture_decor,18.0,0.00013302589570769776,0.05504587155963303,0.6092733719817639
fashion_bags_accessories,health_beauty,206.0,0.0015224074730992077,0.05500667556742323,0.5282889690098072
fashion_male_clothing,furniture_decor,18.0,0.00013302589570769776,0.054878048780487805,0.6074158312135268
auto,furniture_decor,449.0,0.0033182570651531275,0.05484304385000611,0.6070283803216381
signaling_and_security,bed_bath_table,19.0,0.0001404162232470143,0.05475504322766571,0.46621032023797526
costruction_tools_tools,computers_accessories,10.0,7.390327539316543e-05,0.0546448087431694,0.7117922950188427
air_conditioning,furniture_decor,31.0,0.0002291001537188128,0.054385964912280704,0.6019692175223335
books_general_interest,sports_leisure,54.0,0.0003990776871230933,0.05432595573440644,0.5282375483137399
kitchen_dining_laundry_garden_furniture,health_beauty,25.0,0.00018475818848291356,0.05411255411255411,0.5197017476100448
toys,sports_leisure,385.0,0.002845276102636869,0.05404267265581134,0.5254830498996224
home_appliances_2,furniture_decor,23.0,0.00016997753340428046,0.0539906103286385,0.5975932486534751
small_appliances,health_beauty,62.0,0.0004582003074376256,0.053959965187119235,0.518236270097202
small_appliances,bed_bath_table,62.0,0.0004582003074376256,0.053959965187119235,0.4594406499747973
home_appliances,health_beauty,85.0,0.0006281778408419061,0.053899809765377296,0.5176585321153192
books_imported,sports_leisure,7.0,5.17322927752158e-05,0.05384615384615385,0.5235722024454419
construction_tools_safety,furniture_decor,20.0,0.00014780655078633085,0.053475935828877004,0.5918965913191824
fashion_underwear_beach,auto,13.0,9.607425801111505e-05,0.05327868852459016,0.8805723588175576
housewares,furniture_decor,582.0,0.004301170627882228,0.05324307016741378,0.589319125602707
construction_tools_lights,sports_leisure,23.0,0.00016997753340428046,0.05324074074074074,0.5176854779470473
construction_tools_construction,health_beauty,90.0,0.0006651294785384889,0.05303476723629935,0.5093505872864035
consoles_games,sports_leisure,94.0,0.000694690788695755,0.05292792792792793,0.5146438476418356
baby,bed_bath_table,262.0,0.0019362658153009341,0.05276938569989929,0.44930349344480075
diapers_and_hygiene,computers_accessories,3.0,2.2170982617949626e-05,0.05263157894736842,0.6855683683602537
diapers_and_hygiene,furniture_decor,3.0,2.2170982617949626e-05,0.05263157894736842,0.5825508556667742
diapers_and_hygiene,sports_leisure,3.0,2.2170982617949626e-05,0.05263157894736842,0.5117623031421612
home_appliances,bed_bath_table,83.0,0.000613397185763273,0.05263157894736842,0.4481301416137878
fashion_bags_accessories,furniture_decor,196.0,0.0014485041977060423,0.052336448598130844,0.5792842153546242
books_general_interest,furniture_decor,52.0,0.0003842970320444602,0.052313883299798795,0.5790344521114417
home_appliances,housewares,82.0,0.0006060068582239565,0.05199746353836398,0.6436630487881353
fashion_sport,housewares,4.0,2.956131015726617e-05,0.05194805194805195,0.6430513955900471
furniture_living_room,furniture_decor,40.0,0.0002956131015726617,0.05141388174807198,0.569072815304304
stationery,furniture_decor,217.0,0.0016037010760316898,0.05126387904559414,0.5674125154533688
stationery,sports_leisure,217.0,0.0016037010760316898,0.05126387904559414,0.4984634953591142
unknown,housewares,144.0,0.001064207165661582,0.051209103840682786,0.6339041495645841
auto,health_beauty,418.0,0.0030891569114343148,0.051056553071943324,0.4903516437838594
pet_shop,health_beauty,174.0,0.0012859169918410785,0.050996483001172335,0.4897747255202379
air_conditioning,health_beauty,29.0,0.00021431949864017974,0.05087719298245614,0.4886290536476759
consoles_games,bed_bath_table,90.0,0.0006651294785384889,0.05067567567567568,0.43147665662138357
furniture_bedroom,auto,10.0,7.390327539316543e-05,0.050505050505050504,0.8347305965481121
industry_commerce_and_business,furniture_decor,19.0,0.0001404162232470143,0.05026455026455026,0.5563514785600675
computers,housewares,13.0,9.607425801111505e-05,0.05019305019305019,0.6213266862795724
market_place,health_beauty,26.0,0.0001921485160222301,0.05019305019305019,0.4820584858912632
furniture_living_room,health_beauty,39.0,0.00028822277403334516,0.05012853470437018,0.4814388734415316
pet_shop,housewares,171.0,0.0012637460092231288,0.05011723329425557,0.6203881686499231
fashion_shoes,housewares,33.0,0.0002438808087974459,0.05007587253414264,0.6198761745805423
fashion_shoes,furniture_decor,33.0,0.0002438808087974459,0.05007587253414264,0.5542631054674771
bed_bath_table,furniture_decor,795.0,0.005875310393756651,0.050025169896803424,0.5537019050369133
arts_and_craftmanship,watches_gifts,3.0,2.2170982617949626e-05,0.05,0.7818791170692245
arts_and_craftmanship,computers_accessories,3.0,2.2170982617949626e-05,0.05,0.6512899499422411
arts_and_craftmanship,furniture_decor,3.0,2.2170982617949626e-05,0.05,0.5534233128834356
arts_and_craftmanship,bed_bath_table,3.0,2.2170982617949626e-05,0.05,0.4257236345330984
small_appliances,housewares,57.0,0.00042124866974104294,0.04960835509138381,0.6140888980079888
small_appliances,furniture_decor,57.0,0.00042124866974104294,0.04960835509138381,0.5490884044274296
unknown,furniture_decor,139.0,0.0010272555279649993,0.049431009957325744,0.5471254657951461
toys,furniture_decor,352.0,0.002601395293839423,0.049410443571027515,0.5468978274423619
baby,furniture_decor,245.0,0.0018106302471325528,0.04934541792547835,0.5461780932787179
telephony,bed_bath_table,332.0,0.002453588743053092,0.049236244994809435,0.41922066339904696
fashion_underwear_beach,stationery,12.0,8.86839304717985e-05,0.04918032786885246,1.5720974544271589
costruction_tools_tools,telephony,9.0,6.651294785384888e-05,0.04918032786885246,0.9869032366291212
costruction_tools_tools,health_beauty,9.0,6.651294785384888e-05,0.04918032786885246,0.47233221127050634
stationery,housewares,208.0,0.0015371881281778408,0.04913772738010867,0.6082631202321164
dvds_blu_ray,bed_bath_table,8.0,5.912262031453234e-05,0.049079754601226995,0.4178882302165383
signaling_and_security,health_beauty,17.0,0.0001256355681683812,0.04899135446685879,0.4705172940321951
sports_leisure,furniture_decor,681.0,0.0050328130542745654,0.048936475998850246,0.5416517333624887
furniture_living_room,housewares,38.0,0.0002808324464940286,0.04884318766066838,0.6046170898124928
bed_bath_table,sports_leisure,775.0,0.00572750384297032,0.04876667505663227,0.4741819729277828
construction_tools_lights,health_beauty,21.0,0.0001551968783256474,0.04861111111111111,0.46686540326969034
housewares,health_beauty,529.0,0.003909483268298451,0.04839447443051871,0.46478480546116463
cine_photo,housewares,6.0,4.434196523589925e-05,0.04838709677419355,0.5989712596020197
auto,housewares,396.0,0.0029265697055693507,0.04836936606815683,0.5987517758132318
market_place,furniture_decor,25.0,0.00018475818848291356,0.04826254826254826,0.5341923869531231
construction_tools_safety,housewares,18.0,0.00013302589570769776,0.0481283422459893,0.5957682047378378
books_technical,health_beauty,25.0,0.00018475818848291356,0.04798464491362764,0.4608487665947039
food_drink,housewares,21.0,0.0001551968783256474,0.04772727272727273,0.5908034696983558
party_supplies,electronics,4.0,2.956131015726617e-05,0.047619047619047616,1.738178735211376
furniture_mattress_and_upholstery,auto,3.0,2.2170982617949626e-05,0.047619047619047616,0.7870317053167915
party_supplies,computers_accessories,4.0,2.956131015726617e-05,0.047619047619047616,0.6202761428021343
furniture_mattress_and_upholstery,computers_accessories,3.0,2.2170982617949626e-05,0.047619047619047616,0.6202761428021343
furniture_mattress_and_upholstery,housewares,3.0,2.2170982617949626e-05,0.047619047619047616,0.5894637792908765
kitchen_dining_laundry_garden_furniture,furniture_decor,22.0,0.00016258720586496394,0.047619047619047616,0.5270698217937482
party_supplies,sports_leisure,4.0,2.956131015726617e-05,0.047619047619047616,0.4630230361762411
kitchen_dining_laundry_garden_furniture,bed_bath_table,22.0,0.00016258720586496394,0.047619047619047616,0.4054510805077128
furniture_decor,housewares,582.0,0.004301170627882228,0.04760736196319018,0.5893191256027069
furniture_living_room,sports_leisure,37.0,0.00027344211895471206,0.04755784061696658,0.4624278908855261
unknown,health_beauty,133.0,0.0009829135627291,0.0472972972972973,0.45424741939753654
construction_tools_construction,housewares,80.0,0.0005912262031453234,0.04714201532115498,0.5835587208065248
computers_accessories,bed_bath_table,488.0,0.0036064798391864726,0.04697728147862919,0.3999867802313285
baby,sports_leisure,233.0,0.0017219463166607545,0.046928499496475325,0.45630850272111734
home_confort,sports_leisure,31.0,0.0002291001537188128,0.046898638426626324,0.4560181490933933
pet_shop,furniture_decor,160.0,0.0011824524062906468,0.04689331770222743,0.5190371046972432
office_furniture,bed_bath_table,92.0,0.0006799101336171219,0.04686704024452369,0.3990481342541524
costruction_tools_garden,sports_leisure,19.0,0.0001404162232470143,0.046798029556650245,0.455039880380099
fixed_telephony,auto,23.0,0.00016997753340428046,0.046747967479674794,0.7726347838780696
consoles_games,furniture_decor,83.0,0.000613397185763273,0.046734234234234236,0.5172762946996076
agro_industry_and_commerce,bed_bath_table,16.0,0.00011824524062906468,0.04664723032069971,0.39717656866061657
home_comfort_2,toys,2.0,1.4780655078633085e-05,0.046511627906976744,0.8834336602117964
home_comfort_2,health_beauty,2.0,1.4780655078633085e-05,0.046511627906976744,0.4467017812015642
perfumery,sports_leisure,237.0,0.0017515076268180205,0.04649793996468511,0.4521219641061707
perfumery,bed_bath_table,237.0,0.0017515076268180205,0.04649793996468511,0.39590544000135114
health_beauty,bed_bath_table,655.0,0.004840664538252336,0.046490169635886154,0.3958392797489949
furniture_decor,health_beauty,566.0,0.004182925387253163,0.04629856850715747,0.44465553991344253
books_general_interest,health_beauty,46.0,0.00033995506680856093,0.04627766599597585,0.44445479035044966
books_imported,watches_gifts,6.0,4.434196523589925e-05,0.046153846153846156,0.721734569602361
books_imported,housewares,6.0,4.434196523589925e-05,0.046153846153846156,0.5713264322357726
books_imported,furniture_decor,6.0,4.434196523589925e-05,0.046153846153846156,0.5108522888154791
fashio_female_clothing,housewares,4.0,2.956131015726617e-05,0.04597701149425287,0.5691374420739497
small_appliances_home_oven_and_coffee,sports_leisure,7.0,5.17322927752158e-05,0.0457516339869281,0.4448652700516826
fashion_bags_accessories,housewares,171.0,0.0012637460092231288,0.045660881174899866,0.5652241472452704
christmas_supplies,housewares,13.0,9.607425801111505e-05,0.0456140350877193,0.564644251741787
toys,health_beauty,324.0,0.00239446612273856,0.045480067377877596,0.4367945827975991
furniture_bedroom,computers_accessories,9.0,6.651294785384888e-05,0.045454545454545456,0.5920817726747646
kitchen_dining_laundry_garden_furniture,housewares,21.0,0.0001551968783256474,0.045454545454545456,0.5626699711412912
construction_tools_safety,health_beauty,17.0,0.0001256355681683812,0.045454545454545456,0.4365494679924377
sports_leisure,housewares,632.0,0.004670687004848055,0.04541534923828686,0.5621847713961277
luggage_accessories,health_beauty,84.0,0.0006207875133025896,0.045307443365695796,0.435136686542624
small_appliances,sports_leisure,52.0,0.0003842970320444602,0.04525674499564839,0.4400532249821195
industry_commerce_and_business,sports_leisure,17.0,0.0001256355681683812,0.04497354497354497,0.4372995341664499
home_construction,health_beauty,46.0,0.00033995506680856093,0.044921875,0.4314336539144013
market_place,housewares,23.0,0.00016997753340428046,0.0444015444015444,0.5496351455550065
